1	8	0.205422	2.177215	1.482353	5.86733e-08	3.95812e-08
1	16	0.396701	2.433333	1.803738	8.98726e-08	4.98258e-08
1	24	0.597102	3.287037	2.403670	1.22003e-07	5.07571e-08
1	32	0.326499	2.661654	2.854962	1.74157e-07	6.10016e-08
1	40	0.095142	2.917808	2.972603	2.02097e-07	6.79865e-08
1	48	-0.723500	3.182353	3.069767	2.45869e-07	8.00937e-08
1	56	-0.672444	3.396552	3.176796	2.67755e-07	8.42847e-08
1	64	0.454873	3.336683	3.172775	2.82191e-07	8.89413e-08
1	72	-1.438607	3.726415	3.308824	3.14321e-07	9.49949e-08
1	80	0.631146	3.537500	3.451327	3.63216e-07	1.05239e-07
1	88	-2.337117	3.606557	3.628205	3.95346e-07	1.08965e-07
1	96	-2.245098	3.628788	3.438735	4.05125e-07	1.17812e-07
1	104	-0.714117	3.836299	3.634615	4.4005e-07	1.21072e-07
1	112	-1.999982	3.729730	3.803636	4.87082e-07	1.28057e-07
1	120	-2.990780	3.651235	3.684932	5.01052e-07	1.35973e-07
1	120	-2.990780	3.668750	3.787986	4.99189e-07	1.31782e-07
1	160	-4.328344	3.826303	4.068182	6.66827e-07	1.63913e-07
1	200	-1.764393	3.919918	4.249406	8.33068e-07	1.96043e-07
1	240	-3.119177	4.000000	4.200803	9.74163e-07	2.31899e-07
1	280	-0.536408	3.883652	4.275923	1.13295e-06	2.64961e-07
1	320	2.892067	3.902724	4.295385	1.30013e-06	3.0268e-07
1	360	2.937993	4.003567	4.391304	1.45799e-06	3.32016e-07
1	400	1.812090	3.987152	4.388250	1.60001e-06	3.64613e-07
1	440	-1.555744	4.024582	4.227324	1.75787e-06	4.15836e-07
1	480	0.151308	4.067457	4.477838	1.92877e-06	4.30737e-07
1	520	-0.677433	4.023314	4.505030	2.08523e-06	4.62867e-07
1	560	-2.443310	4.050965	4.495790	2.23797e-06	4.97792e-07
1	600	-0.278234	4.233965	4.534513	2.38605e-06	5.26197e-07
1	640	3.452921	4.108005	4.514241	2.65706e-06	5.88596e-07
1	680	5.059175	4.027155	4.518657	2.81958e-06	6.23986e-07
1	720	3.737694	4.126866	4.575261	2.85916e-06	6.24917e-07
1	760	5.951969	4.057047	4.561354	3.0119e-06	6.60308e-07
1	800	5.520453	4.190005	4.574597	3.16976e-06	6.92904e-07
1	840	6.603466	4.094678	4.583600	3.33181e-06	7.26897e-07
1	880	10.255632	4.107829	4.608000	3.48687e-06	7.567e-07
1	920	13.868761	4.117564	4.602119	3.64101e-06	7.91159e-07
1	960	15.671886	4.203897	4.633691	3.81703e-06	8.23755e-07
1	1000	14.658035	4.111836	4.624728	3.95393e-06	8.54954e-07
1	1000	14.658035	4.111836	4.418568	3.96697e-06	8.97795e-07
1	1400	9.240727	4.133166	4.670985	5.53997e-06	1.18604e-06
1	1800	19.369257	4.190750	4.693255	7.09621e-06	1.512e-06
1	2200	18.160397	4.181984	4.702300	8.66456e-06	1.84262e-06
1	2600	13.788154	4.204969	4.729381	1.02539e-05	2.16812e-06
1	3000	12.985161	4.115541	4.725361	1.23465e-05	2.61283e-06
