1	58744.460938
2	80560.554688
3	81153.781250
4	65437.472656
5	75154.960938
6	68252.921875
7	70357.601562
8	69170.710938
9	61920.203125
10	67914.750000
11	59266.609375
12	64721.539062
13	65426.574219
14	61182.300781
15	70019.882812
16	76922.101562
17	65306.136719
18	58248.699219
19	53409.261719
20	63013.816406
21	68545.679688
22	54695.656250
23	53861.511719
24	43920.156250
25	55224.152344
26	56994.117188
27	48735.894531
28	47319.449219
29	54156.574219
30	42531.566406
31	48145.632812
32	34047.304688
33	37551.156250
34	32613.091797
35	35278.757812
36	42403.179688
37	28402.078125
38	21878.257812
39	26445.648438
40	22040.128906
41	39005.812500
42	25945.380859
43	11270.552734
44	30026.351562
45	12677.521484
46	15678.912109
47	5241.865723
48	7326.034180
49	12967.814453
50	2840.729736
51	1743.536255
52	20193.855469
53	-5377.750977
54	9430.267578
55	-10788.236328
56	-5749.574707
57	-4988.572754
58	-12976.416016
59	-11736.587891
60	3023.318848
61	-5321.120117
62	-18014.115234
63	-23817.257812
64	-18494.052734
65	-16940.369141
66	-27298.158203
67	-28035.179688
68	-39138.378906
69	-31557.853516
70	-30659.597656
71	-31127.642578
72	-31241.253906
73	-41402.085938
74	-40257.964844
75	-38579.515625
76	-42253.535156
77	-48680.714844
78	-44431.429688
79	-36133.441406
80	-47736.660156
81	-45175.878906
82	-51352.195312
83	-60987.332031
84	-36059.562500
85	-58999.457031
86	-57024.019531
87	-65262.824219
88	-58359.062500
89	-62094.734375
90	-61429.812500
91	-49105.855469
92	-53587.765625
93	-69514.531250
94	-52134.710938
95	-50132.078125
96	-66954.679688
97	-56985.664062
98	-61505.464844
99	-65077.816406
100	-44922.515625
101	-57576.460938
102	-63271.343750
103	-76291.445312
104	-62911.347656
105	-54025.605469
106	-67690.867188
107	-58486.410156
108	-73444.945312
109	-65726.875000
110	-71836.429688
111	-66437.625000
112	-71087.726562
113	-61876.824219
114	-72697.890625
115	-60303.890625
116	-59381.546875
117	-68319.976562
118	-68222.906250
119	-75146.500000
120	-65036.023438
121	-74412.687500
122	-64923.980469
