1	58744.519531
2	80560.421875
3	81153.734375
4	65437.398438
5	75154.992188
6	68252.671875
7	70357.640625
8	69170.867188
9	61919.777344
10	67914.640625
11	59266.656250
12	64721.382812
13	65426.781250
14	61182.484375
15	70020.093750
16	76922.117188
17	65306.269531
18	58248.285156
19	53409.152344
20	63013.859375
21	68545.406250
22	54695.835938
23	53861.523438
24	43920.382812
25	55223.992188
26	56994.187500
27	48735.765625
28	47319.222656
29	54156.632812
30	42531.218750
31	48145.632812
32	34047.371094
33	37551.183594
34	32613.230469
35	35278.710938
36	42403.312500
37	28402.048828
38	21878.324219
39	26445.767578
40	22040.085938
41	39005.777344
42	25945.382812
43	11270.552734
44	30026.447266
45	12677.536133
46	15678.941406
47	5241.849609
48	7326.030273
49	12967.726562
50	2840.752441
51	1743.527588
52	20193.824219
53	-5377.791016
54	9430.279297
55	-10788.208008
56	-5749.561523
57	-4988.578613
58	-12976.431641
59	-11736.612305
60	3023.320312
61	-5321.103516
62	-18014.046875
63	-23817.296875
64	-18493.996094
65	-16940.394531
66	-27298.089844
67	-28035.185547
68	-39138.464844
69	-31557.843750
70	-30659.574219
71	-31127.808594
72	-31241.152344
73	-41401.890625
74	-40257.972656
75	-38579.695312
76	-42253.289062
77	-48680.707031
78	-44431.425781
79	-36133.433594
80	-47736.675781
81	-45176.007812
82	-51352.398438
83	-60987.460938
84	-36059.492188
85	-58999.167969
86	-57023.859375
87	-65262.851562
88	-58358.968750
89	-62094.703125
90	-61429.652344
91	-49105.992188
92	-53587.667969
93	-69514.085938
94	-52134.378906
95	-50132.093750
96	-66954.679688
97	-56985.812500
98	-61505.324219
99	-65077.789062
100	-44922.500000
101	-57576.632812
102	-63271.359375
103	-76291.312500
104	-62911.593750
105	-54025.945312
106	-67690.640625
107	-58486.257812
108	-73444.984375
109	-65726.703125
110	-71836.585938
111	-66437.460938
112	-71087.539062
113	-61876.714844
114	-72698.054688
115	-60304.195312
116	-59381.855469
117	-68319.906250
118	-68223.117188
119	-75146.578125
120	-65036.039062
121	-74412.718750
122	-64923.882812
123	-60031.886719
124	-55600.886719
125	-64332.351562
126	-59081.695312
127	-68630.656250
128	-57537.605469
129	-60860.078125
130	-61102.632812
131	-52942.933594
132	-55742.035156
133	-48139.218750
134	-50198.171875
135	-44020.500000
136	-38306.578125
137	-56519.089844
138	-44173.828125
139	-42125.187500
140	-30387.472656
141	-39856.972656
142	-37720.726562
143	-42230.804688
144	-32623.939453
145	-35772.269531
146	-39936.925781
147	-27218.687500
148	-33299.652344
149	-27526.412109
150	-20213.195312
151	-32780.359375
152	-15163.366211
153	-16840.681641
154	-15845.326172
155	-14307.029297
156	-6346.959961
157	-6138.244629
158	-17759.763672
159	-8071.202148
160	-7806.897461
161	4126.596191
162	7195.168945
163	2373.435791
164	5152.993164
165	-1016.874817
166	3896.648926
167	15257.780273
168	21949.224609
169	11425.616211
170	18086.164062
171	16082.191406
172	26289.617188
173	15382.060547
174	14810.409180
